Datum;Volume;Open;Hoog;Laag;Slot
27-4-2016;Null;445,29;448,82;445,29;448,37
26-4-2016;Null;449,03;451,01;446,47;447,64
25-4-2016;Null;450,76;451,24;445,61;446,77
22-4-2016;Null;452,71;452,89;449,62;451,54
21-4-2016;Null;456,94;458,02;451,29;453,47
20-4-2016;Null;455,48;457,43;454,15;456,2
19-4-2016;Null;452,29;456,89;452,04;456,46
18-4-2016;Null;444,77;451,58;444,12;450,81
15-4-2016;Null;449,88;451,45;448,89;450,59
14-4-2016;Null;449,9;452,23;448,77;451,04
13-4-2016;Null;444,13;450,09;444,13;450,09
12-4-2016;Null;438,1;439,97;434,05;439,5
11-4-2016;Null;433,74;438,44;430,82;436,56
8-4-2016;Null;430,39;434,63;430,39;434,16
7-4-2016;Null;432,2;433,94;427,96;428,73
6-4-2016;Null;429,99;431,08;427,77;431,01
5-4-2016;Null;430,28;430,96;426,75;428,85
4-4-2016;Null;433,19;439,95;430,84;436,08
1-4-2016;Null;434,86;434,91;428,51;434,48
31-3-2016;Null;444,05;444,05;439,58;440,11
30-3-2016;Null;442,28;448,82;442,28;446,24
29-3-2016;Null;439,88;442,82;438;440,37
24-3-2016;Null;439,95;440,98;435,85;437,49
23-3-2016;Null;443,46;445,59;440,94;443,36
22-3-2016;Null;441,89;443,12;437,05;443,12
21-3-2016;Null;441,77;446,98;441,06;443,83
18-3-2016;Null;445,76;446,35;442,05;444,79
17-3-2016;Null;447,25;447,35;435,73;444,06
16-3-2016;Null;443,7;445,39;440,64;443,83
15-3-2016;Null;441,64;443,19;439,57;442
14-3-2016;Null;444,52;447,03;441,98;444,08
11-3-2016;Null;437,96;442,99;436,8;441,75
10-3-2016;Null;436,75;449,62;430,18;430,18
9-3-2016;Null;433,66;438,16;433,07;435,56
8-3-2016;Null;433,36;436,18;429,88;432,89
7-3-2016;Null;437,02;438,62;433,04;436
4-3-2016;Null;436,31;440,74;434,89;437,99
3-3-2016;Null;437,88;437,88;431,98;433,95
2-3-2016;Null;439,6;439,81;432,34;436,31
1-3-2016;Null;426,79;436,81;425,83;436,81
29-2-2016;Null;419,39;427,81;418,06;427,27
26-2-2016;Null;420,4;425,81;419,64;422,66
25-2-2016;Null;413,89;418,95;411,61;415,38
24-2-2016;Null;414,86;415,37;405,6;407,52
23-2-2016;Null;417,77;420,47;415,42;415,43
22-2-2016;Null;416,53;421,54;416,53;420,69
19-2-2016;Null;413,77;416,07;408,8;411,96
18-2-2016;0;416,41;419;412,55;413,79
17-2-2016;Null;404,7;414,75;403,98;414,75
16-2-2016;Null;407,2;408,15;401,15;403,27
15-2-2016;Null;400,87;405,56;399,44;403,96
12-2-2016;Null;387,54;391,86;385,24;391,86
11-2-2016;Null;390,63;390,63;378,53;382,61
10-2-2016;Null;395,17;400,9;391,06;394,63
9-2-2016;Null;401,52;403,62;388,64;392,58
8-2-2016;Null;415,83;416,47;398,57;400,61
5-2-2016;Null;417,25;420,45;412,72;413,94
4-2-2016;Null;422,8;424,53;415,91;417,94
3-2-2016;Null;419,82;422,7;411,32;416,21
2-2-2016;Null;428,5;428,5;417,77;420,65
1-2-2016;Null;433,85;433,85;425,61;429,68
29-1-2016;Null;426,48;431,28;421,99;431,28
28-1-2016;Null;423,5;427,12;416,92;420,1
27-1-2016;Null;421,39;424,41;416,99;424,41
26-1-2016;Null;411,62;422,74;410,01;421,97
25-1-2016;Null;422,56;422,56;415,66;418,07
22-1-2016;Null;414,59;422,18;412,88;419,28
21-1-2016;Null;397,52;407,81;396,36;406,49
20-1-2016;Null;399,1;400,65;392,44;395,72
19-1-2016;Null;410,05;411,95;406,27;407,68
18-1-2016;Null;402,31;407,95;398,71;401,99
15-1-2016;Null;411,4;414,2;399,88;403,57
14-1-2016;Null;413,63;416,77;404,58;413,38
13-1-2016;Null;421,02;425,91;416,29;418,05
12-1-2016;Null;411,3;420,84;410,09;416,41
11-1-2016;Null;410,71;415,87;409,08;411,31
8-1-2016;Null;421,22;423,06;410,82;410,82
7-1-2016;Null;417,34;423,29;411,97;420,76
6-1-2016;Null;433,65;433,95;424,64;428,76
5-1-2016;Null;436,14;436,72;428,69;435
4-1-2016;Null;436,97;436,97;427,22;431,7
31-12-2015;Null;445,89;446,48;441,1;441,82
30-12-2015;Null;446,5;448,85;445,3;446,19
29-12-2015;Null;443,16;447,7;443,16;447,7
28-12-2015;Null;445,05;445,57;439,33;440,49
24-12-2015;Null;443,65;444,12;442,32;444,12
23-12-2015;Null;435,83;445,18;435,79;443,72
22-12-2015;Null;432,12;432,88;425,55;430,97
21-12-2015;Null;433,22;438,44;428,48;428,48
18-12-2015;Null;434,79;437,3;431,58;434,15
17-12-2015;Null;442,69;444,67;438,06;438,97
16-12-2015;Null;434,74;436,92;431,33;433,83
15-12-2015;Null;423,8;434,4;423,38;433,63
14-12-2015;Null;430,92;433,9;419,79;420,66
11-12-2015;Null;436,9;436,9;426,6;429,1
10-12-2015;Null;439,42;441,16;436,06;437,84
9-12-2015;Null;442,92;445,02;437,78;440,85
8-12-2015;Null;447,44;448,19;439,12;441,61
7-12-2015;Null;450,38;454,22;447,47;448,46
4-12-2015;Null;448,6;449,43;443,7;446,93
3-12-2015;Null;466,64;471,66;449,92;449,92
2-12-2015;Null;468,43;470,11;466,48;467,06
1-12-2015;Null;471,22;471,96;465,35;467,32
30-11-2015;Null;470,92;473,23;469,23;469,52
27-11-2015;Null;470,34;474,87;469,16;472,17
26-11-2015;Null;468,32;472,49;467,61;472,24
25-11-2015;Null;462,42;469,44;461,08;468,07
24-11-2015;Null;463,76;463,76;455,32;461,29
23-11-2015;Null;467,96;467,96;463,49;466,18
20-11-2015;Null;470,91;470,96;466,34;468,69
19-11-2015;Null;470,12;472,54;468,37;469
18-11-2015;Null;464,09;466,43;462,95;465,93
17-11-2015;Null;459,66;466,83;458,69;466,54
16-11-2015;Null;448,36;455,84;448,36;454,29
13-11-2015;Null;457,6;459,16;449,61;453,55
12-11-2015;Null;466,96;470,15;459,24;459,85
11-11-2015;Null;466,43;472,07;466,41;469,2
10-11-2015;Null;467,13;467,83;461,13;465,2
9-11-2015;Null;470,9;471,99;464,61;465,01
6-11-2015;Null;466,54;472,49;465,05;469,83
5-11-2015;Null;470,01;471,31;465,58;466,6
4-11-2015;Null;469,78;473,03;468,56;468,84
3-11-2015;Null;465,59;466,85;464,08;466,85
2-11-2015;Null;457,84;465,57;457,84;464,58
30-10-2015;Null;464,17;464,96;458,27;462,12
29-10-2015;Null;463,81;464,77;460,26;462,99
28-10-2015;Null;459,51;464,29;458,73;463,21
27-10-2015;Null;462,59;463,8;458,43;458,43
26-10-2015;Null;463,49;466,15;461,56;462,87
23-10-2015;Null;461,9;468,64;460,93;465,05
22-10-2015;Null;448,17;459,11;447,43;457,97
21-10-2015;Null;448,76;451,43;444,84;449,78
20-10-2015;Null;449,09;449,8;444,99;447,27
19-10-2015;Null;447,38;452,22;447,33;449,31
16-10-2015;Null;446,81;448,34;445,49;447,86
15-10-2015;Null;440,31;445,03;439,08;443,7
14-10-2015;Null;433,57;438,24;431,23;434,32
13-10-2015;Null;438,99;439,19;433,09;438,25
12-10-2015;Null;442,57;443,36;438,61;440,05
9-10-2015;Null;446,54;446,82;440,31;441,65
8-10-2015;Null;440,39;442,18;438,77;442,08
7-10-2015;Null;443,31;446,47;439,35;440,59
6-10-2015;Null;437,57;443,26;434,43;440,72
5-10-2015;Null;430,49;438,03;428,98;436,9
2-10-2015;Null;423,18;428,97;415,52;422,58
1-10-2015;Null;426,77;428,11;416,83;418,83
30-9-2015;Null;419,64;422,96;418,25;421,14
29-9-2015;Null;406,48;414,96;405,01;412,11
28-9-2015;Null;421,22;422,99;411,28;412,32
25-9-2015;Null;416,82;425,04;415,99;422,8
24-9-2015;Null;418,75;420,78;406,64;409,86
23-9-2015;Null;419,51;425,39;417,48;419,12
22-9-2015;Null;432,73;432,87;419,3;419,98
21-9-2015;Null;426,68;435,13;426,68;432,8
18-9-2015;Null;434,98;434,98;422,89;427,32
17-9-2015;Null;440,66;441,57;436,66;437,63
16-9-2015;Null;435,83;439,11;435,22;438,5
15-9-2015;Null;428,74;434,25;425,27;432,15
14-9-2015;Null;430,79;435,55;426,68;427,88
11-9-2015;Null;437,84;437,84;429,68;430,23
10-9-2015;Null;439,8;443,19;433,75;436,21
9-9-2015;Null;449,49;451,41;443,9;444,26
8-9-2015;Null;438,08;445,35;437,6;439,48
7-9-2015;Null;437,17;439,34;434,32;435,5
4-9-2015;Null;440,8;440,86;430,46;432,94
3-9-2015;Null;438,52;447,98;437,35;444,55
2-9-2015;Null;434,63;438,26;429,68;433,56
1-9-2015;Null;439,95;441,55;430,03;433,53
31-8-2015;Null;442,39;446,03;440,39;445,03
28-8-2015;Null;445,29;446,06;440,4;445,96
27-8-2015;Null;440,21;445,85;437,2;443,36
26-8-2015;Null;430,46;438,85;422,76;428,73
25-8-2015;Null;425,66;440,73;423,16;436,68
24-8-2015;Null;427,22;431,75;401,87;419,68
21-8-2015;Null;451,18;456,84;442,87;442,87
20-8-2015;Null;468;468,8;458,17;459,17
19-8-2015;Null;476,2;476,87;468,68;469,24
18-8-2015;Null;474,05;480,85;473,15;479,01
17-8-2015;Null;477,42;479,21;469,4;474,3
14-8-2015;Null;477,05;479,63;471,85;473,89
13-8-2015;Null;483,56;484,14;475,77;476,99
12-8-2015;Null;488,41;488,41;475,31;477,42
11-8-2015;Null;499,32;499,55;493,85;494,36
10-8-2015;Null;499,24;500,12;492,18;500,04
7-8-2015;Null;499,29;500,09;496,39;496,61
6-8-2015;Null;501,72;503,22;500,49;501,23
5-8-2015;Null;501,73;504;499,78;503,48
4-8-2015;Null;500,14;500,84;496,98;500,02
3-8-2015;Null;495,4;501,52;495,4;500,43
31-7-2015;Null;496,31;496,64;491,84;495,23
30-7-2015;Null;493,48;495,56;491,35;495,17
29-7-2015;Null;488,05;490,46;484,92;489,29
28-7-2015;Null;484,73;487,51;482,31;485,77
27-7-2015;Null;488,22;489,09;480,81;481,52
24-7-2015;Null;494,67;498,59;489,26;490,04
23-7-2015;Null;501,04;501,04;493,97;496,35
22-7-2015;Null;494,72;498,05;494,5;496,12
21-7-2015;Null;504,15;504,23;497,97;498,76
20-7-2015;Null;502,57;506,05;500,52;502,08
17-7-2015;Null;501,54;502,35;499,76;500,43
16-7-2015;Null;499,65;503,61;498,96;501,01
15-7-2015;Null;494,4;497,49;493,18;497,13
14-7-2015;Null;489,98;493,84;489,3;493,84
13-7-2015;Null;487,03;490,31;485,58;489,9
10-7-2015;Null;480,73;482,75;477,41;481,39
9-7-2015;Null;460,71;471,24;459,58;469,97
8-7-2015;Null;457,78;461,88;454,86;459,04
7-7-2015;Null;468,37;468,37;456,32;456,64
6-7-2015;Null;465,18;471,72;463,9;467,25
3-7-2015;Null;476,96;478,06;471,82;474,14
2-7-2015;Null;482,49;483,38;476,75;476,96
1-7-2015;Null;477,84;486,33;474,21;482,83
30-6-2015;Null;475,55;480,11;471,32;472,58
29-6-2015;Null;474,5;483,51;473,53;477,15
26-6-2015;Null;490,13;496,78;488,27;494,47
25-6-2015;Null;488,91;497,29;488,77;492,39
24-6-2015;Null;494,76;495,94;490,77;492,62
23-6-2015;Null;494,28;497,17;492,52;494,45
22-6-2015;Null;485,17;490,15;484,35;489,72
19-6-2015;Null;472,79;479,76;472,44;475,43
18-6-2015;Null;469,59;472,99;464,6;472,97
17-6-2015;Null;476,65;477,4;470,12;471,56
16-6-2015;Null;469,4;476,73;466,7;475,17
15-6-2015;Null;472,94;475,29;470,91;472,89
12-6-2015;Null;483,18;483,74;474,01;477,76
11-6-2015;Null;480,47;489,32;479,6;484,88
10-6-2015;Null;473,9;483,12;471,87;481,45
9-6-2015;Null;473,56;475,1;468,59;474,7
8-6-2015;Null;479,42;479,43;474,82;475,13
5-6-2015;Null;481,74;483,03;477,14;479,38
4-6-2015;Null;485,83;489,4;478,4;485,29
3-6-2015;Null;487,27;492,77;485,44;487,74
2-6-2015;Null;493,85;493,85;485,59;486,5
1-6-2015;Null;496,88;498,83;491,36;492,25
29-5-2015;Null;502,5;503,01;493,49;493,56
28-5-2015;Null;503,06;504,8;499,86;502,24
27-5-2015;Null;496,93;504,77;496,68;503,52
26-5-2015;Null;500,09;502,69;495;496,35
25-5-2015;Null;502,69;503,05;498,95;501,14
22-5-2015;Null;502,1;503,21;500,03;501,89
21-5-2015;Null;500,75;502,48;499,51;502,05
20-5-2015;Null;499,84;503,02;498,47;501,9
19-5-2015;Null;493,13;499,7;492,94;499,18
18-5-2015;Null;491,13;492,83;484,24;490,15
15-5-2015;Null;492,38;495,44;489,08;490,96
14-5-2015;Null;484,31;491,94;481,06;490,69
13-5-2015;Null;490,08;492,58;484,85;486,69
12-5-2015;Null;490,74;490,8;486,02;488,97
11-5-2015;Null;491,4;493,47;489,41;492,75
8-5-2015;Null;482,38;491,1;481,56;490,79
7-5-2015;Null;474,84;479,89;469,82;478,78
6-5-2015;Null;482,29;483,87;476,96;478,15
5-5-2015;Null;490,49;495,16;482,32;482,61
4-5-2015;Null;488,24;493,36;484,55;491,17
30-4-2015;Null;490,03;491,32;484,8;487,85
29-4-2015;Null;502,25;503,67;488,5;489,26
28-4-2015;Null;507,79;507,97;498,33;501,66
27-4-2015;Null;504,45;510,55;499,16;509,24
24-4-2015;Null;504,07;506,21;502,62;504,01
23-4-2015;Null;504,99;506,82;499,27;503
22-4-2015;Null;507,55;508,73;502,35;505,72
21-4-2015;Null;503,41;506,85;501,13;503,81
20-4-2015;Null;497,28;501,41;496,97;500,73
17-4-2015;Null;502,98;503,88;493,28;495,03
16-4-2015;Null;508,22;509,51;503,85;504,38
15-4-2015;Null;506,48;510,35;505,28;507,43
14-4-2015;Null;507,63;510,37;503,84;505,86
13-4-2015;Null;507,5;509,64;505,62;508,66
10-4-2015;Null;504,37;507,19;503,26;507,17
9-4-2015;Null;499,76;501,97;498,54;501,97
8-4-2015;Null;500,61;500,87;496,59;497,16
7-4-2015;Null;496,05;504,18;495,86;503,03
2-4-2015;Null;491,01;493,14;489,91;492,38
1-4-2015;Null;486,84;494,8;485,83;490,04
31-3-2015;Null;495,12;496,27;487,57;489,41
30-3-2015;Null;489,53;495,03;488,59;494,69
27-3-2015;Null;488,4;488,6;483,44;485,73
26-3-2015;Null;486,28;487,48;480,96;486,37
25-3-2015;Null;497,35;499,68;490,92;491,64
24-3-2015;Null;495,75;500,44;494,99;498,66
23-3-2015;Null;499,56;499,65;495,32;497,55
20-3-2015;Null;497,17;500,66;495,45;499,12
19-3-2015;Null;497,08;499,94;494,7;496,01
18-3-2015;Null;495,44;496,65;492,31;496,63
17-3-2015;Null;498,48;499,3;492,7;494,4
16-3-2015;Null;493,95;498,66;493,95;498,03
13-3-2015;Null;493,21;493,62;489,32;492,48
12-3-2015;Null;492,59;494,57;490,91;491,64
11-3-2015;Null;484,18;492,6;484,05;491,93
10-3-2015;Null;486,88;488,51;482,13;483,1
9-3-2015;Null;487,4;488,21;484,76;488,21
6-3-2015;Null;488,55;492,36;488,07;489,84
5-3-2015;Null;484,96;489,36;484,83;488,96
4-3-2015;Null;481,22;483,57;478,8;483,57
3-3-2015;Null;486,31;486,79;479,55;480,06
2-3-2015;Null;484,36;487,01;483,37;485,84
27-2-2015;Null;482,38;483,93;479,93;483,93
26-2-2015;Null;478,79;482,61;477,9;482,47
25-2-2015;Null;479,8;481,09;477,06;478,53
24-2-2015;Null;476,05;480,6;475,75;479,94
23-2-2015;Null;474,12;475,22;472,5;475,22
20-2-2015;Null;468,98;469,85;466,15;469,85
19-2-2015;Null;466,93;470,45;465,46;469,79
18-2-2015;Null;465,88;467,32;465,28;467,32
17-2-2015;Null;460,18;464,41;457,87;463,42
16-2-2015;Null;465,14;465,37;462;462,82
13-2-2015;Null;462,43;466,06;461,86;464,9
12-2-2015;Null;457,71;463,79;457,71;460,43
11-2-2015;Null;455,65;459,06;454,83;458,27
10-2-2015;Null;451,5;456,03;449,54;453,8
9-2-2015;Null;451,1;451,64;447,24;450,96
6-2-2015;Null;455,06;456,16;452,96;454,69
5-2-2015;Null;450,86;455,42;450,14;455,3
4-2-2015;Null;456,42;456,84;450,79;454,88
3-2-2015;Null;453,24;457,66;452,78;455,82
2-2-2015;Null;450,6;451,91;446,44;450,76
30-1-2015;Null;454;454,65;448,9;450,39
29-1-2015;Null;447,83;453,16;447,83;452,47
28-1-2015;Null;457,03;457,57;450,25;452,3
27-1-2015;Null;458,34;459,06;451,49;454,46
26-1-2015;Null;452,62;459,44;452,62;459,14
23-1-2015;Null;451,02;457,1;450,28;454,56
22-1-2015;Null;442,04;449,03;440,41;447,77
21-1-2015;Null;439,99;441,09;435,84;441,09
20-1-2015;Null;435,97;439,39;435,6;437,92
19-1-2015;Null;433,84;436,2;432,03;435,31
16-1-2015;Null;423,37;433,62;422,94;432,98
15-1-2015;Null;422,6;426,62;411,46;425,32
14-1-2015;Null;418,44;425,3;416,87;418,33
13-1-2015;Null;415,76;424,92;414,82;423,79
12-1-2015;Null;417,05;421,5;413,63;418,41
9-1-2015;Null;422,41;424,23;412,76;415,59
8-1-2015;Null;416,6;424,14;415,44;423,07
7-1-2015;Null;411,01;413,96;408,6;411,21
6-1-2015;Null;411,67;414,62;406,3;408,43
5-1-2015;Null;420,06;424,58;410,49;410,94
2-1-2015;Null;425,89;428,09;420,35;422,28
31-12-2014;Null;422,84;424,7;422,27;424,47
30-12-2014;Null;425,13;425,13;421,56;421,59
29-12-2014;Null;427,39;428,32;422,86;426,89
24-12-2014;Null;425,97;427,44;425,33;425,57
23-12-2014;Null;423,04;426,77;422,64;426,77
22-12-2014;Null;419,76;424,08;419,76;421,58
19-12-2014;Null;420,66;421,35;414,39;418,37
18-12-2014;Null;410,09;416,56;407,97;416,44
17-12-2014;Null;399,16;404,53;397,09;403,46
16-12-2014;Null;397,66;404,17;389,31;403,79
15-12-2014;Null;405,21;408,89;395,61;396,09
12-12-2014;Null;413,66;414,35;405,63;406,17
11-12-2014;Null;415,35;418,52;413,89;416,77
10-12-2014;Null;419,31;421,39;415,64;416,71
9-12-2014;Null;423,31;424,37;418,16;418,43
8-12-2014;Null;429,65;430,62;427,27;427,27
5-12-2014;Null;426,73;431,22;426,69;431,06
4-12-2014;Null;430,25;432,22;422,86;423,68
3-12-2014;Null;428,53;429,93;428,29;428,61
2-12-2014;Null;424,86;428,84;424,64;428,48
1-12-2014;Null;422,82;424,45;421,61;423,47
28-11-2014;Null;425,56;426,02;422,97;425,86
27-11-2014;Null;425,09;426,99;425,04;425,75
26-11-2014;Null;424,02;425,48;423,5;423,97
25-11-2014;Null;423,13;425,75;421,66;423,18
24-11-2014;Null;423,61;425,84;422,32;422,91
21-11-2014;Null;417,89;424,73;417,3;423,46
20-11-2014;Null;417,99;418,33;414,37;416,81
19-11-2014;Null;416,98;419,44;416,13;417,79
18-11-2014;Null;414,39;417,81;413,81;417,16
17-11-2014;Null;408,83;414,8;408,61;414,07
14-11-2014;Null;412,56;412,56;408,99;411,97
13-11-2014;Null;412,77;413,83;408,87;411,41
12-11-2014;Null;413,93;415,62;411,14;411,93
11-11-2014;Null;416,11;417,41;414,05;415,18
10-11-2014;Null;410,77;415,02;410,77;414,96
7-11-2014;Null;414,73;414,97;409,46;411,43
6-11-2014;Null;409,14;415,74;408,76;413,15
5-11-2014;Null;407,31;411,16;406,04;410,66
4-11-2014;Null;408,49;410,31;403,15;403,78
3-11-2014;Null;411,28;412,81;408,34;409,04
31-10-2014;Null;408,73;411,81;407,25;411,32
30-10-2014;Null;404,34;405,01;396,3;403,71
29-10-2014;Null;403,28;403,5;400,4;401,1
28-10-2014;Null;397,33;401,98;397,33;401,26
27-10-2014;Null;400,21;400,68;392,69;395,05
24-10-2014;Null;395,84;396,49;393,45;396,12
23-10-2014;Null;392,37;397,39;389,42;396,89
22-10-2014;Null;395,51;396,17;392,45;396,01
21-10-2014;Null;383,61;394,49;381,56;394,49
20-10-2014;Null;386,31;387,16;380,86;384,4
17-10-2014;Null;378,47;387,66;376,18;387,06
16-10-2014;Null;381,95;383,89;366,84;376,27
15-10-2014;Null;393,24;394,28;379,53;379,69
14-10-2014;Null;391,29;393,97;386,4;393,3
13-10-2014;Null;391,96;396,51;390,6;394,33
10-10-2014;Null;399,1;400,31;394,28;395,68
9-10-2014;Null;407,99;408,2;401,19;402,66
8-10-2014;Null;404,01;405,4;402,32;403,46
7-10-2014;Null;411,08;411,08;406,51;406,51
6-10-2014;Null;413,26;414,4;410,98;412,24
3-10-2014;Null;409,86;412,51;408,85;411,19
2-10-2014;Null;415,31;415,67;406,22;406,22
1-10-2014;Null;419,68;421,48;415,93;416,8
30-9-2014;Null;419,26;421,95;418,6;421,14
29-9-2014;Null;418,63;419,45;415,7;418,18
26-9-2014;Null;417,65;419,41;415,22;418,49
25-9-2014;Null;421,83;422,84;416,57;417,25
24-9-2014;Null;418,89;421,48;417,23;421,42
23-9-2014;Null;421,88;422,33;417,05;418,83
22-9-2014;Null;422,93;423,52;421,65;422,05
19-9-2014;Null;424,77;425,74;422,79;425,74
18-9-2014;Null;418,54;422,18;418,18;422,05
17-9-2014;Null;418,94;419,97;417,79;417,84
16-9-2014;Null;417,81;417,99;415,87;417,4
15-9-2014;Null;416,71;418,43;415,71;417,65
12-9-2014;Null;418,65;419,14;417,07;417,8
11-9-2014;Null;420,24;420,46;416,17;418,01
10-9-2014;Null;417,22;419,36;416,46;418,95
9-9-2014;Null;419,97;420,6;418,06;418,4
8-9-2014;Null;421,29;421,29;418,41;420,6
5-9-2014;Null;421,11;421,77;419,61;421,11
4-9-2014;Null;416,64;422,77;416,35;421,59
3-9-2014;Null;416,28;418,88;415,89;417,21
2-9-2014;Null;415;416,19;413,88;415
1-9-2014;Null;413,4;414,23;413,13;414,23
29-8-2014;Null;412,78;413,34;410,08;413,13
28-8-2014;Null;412,28;412,72;410,62;412,14
27-8-2014;Null;412,37;413,6;412,03;413,19
26-8-2014;Null;409,12;413,02;408,42;412,93
25-8-2014;Null;407,25;409,47;406,35;409,32
22-8-2014;Null;406,39;406,41;402,54;404,48
21-8-2014;Null;403,37;405,77;402,68;405,77
20-8-2014;Null;403,81;404,81;402,17;403,32
19-8-2014;Null;401,13;403,68;400,83;403,31
18-8-2014;Null;398,53;400,2;398,53;399,91
15-8-2014;Null;396,87;400,53;395,24;395,35
14-8-2014;Null;394,04;396,8;393,79;395,84
13-8-2014;Null;395,19;396,39;393,93;395,27
12-8-2014;Null;396,34;396,9;393,66;394,22
11-8-2014;Null;393,39;397,31;392,84;396,65
8-8-2014;Null;390,58;391,78;388,14;390,25
7-8-2014;Null;396,98;398,66;394,04;394,2
6-8-2014;Null;396,23;398,1;393,35;397,21
5-8-2014;Null;397,04;399,13;396,54;398,38
4-8-2014;Null;400,48;400,48;394,74;395,95
1-8-2014;Null;403,35;404,62;397,25;398,56
31-7-2014;Null;408,7;409,39;403,42;404,29
30-7-2014;Null;407,24;410,4;405,77;407,96
29-7-2014;Null;405,89;408,63;403,87;407,31
28-7-2014;Null;405,82;406,22;401,88;404,68
25-7-2014;Null;408,96;409,83;403,73;404,84
24-7-2014;Null;407,93;410,3;405,81;409,98
23-7-2014;Null;407,2;409,92;406,46;408,53
22-7-2014;Null;405,82;408,26;405,45;407,95
21-7-2014;Null;404,48;404,6;401,9;403,71
18-7-2014;Null;403,4;404,49;401,56;404,4
17-7-2014;Null;407,09;408,51;404,6;404,84
16-7-2014;Null;404,41;408,78;404,41;408,78
15-7-2014;Null;405,48;406,78;404,01;404,01
14-7-2014;Null;404,16;407,1;403,78;406,55
11-7-2014;Null;404,22;405,04;402,31;403,61
10-7-2014;Null;409,89;410,07;402,15;403,39
9-7-2014;Null;410,54;411,15;408,8;410,49
8-7-2014;Null;414,11;414,86;409,76;409,76
7-7-2014;Null;418,3;418,47;414,12;414,12
4-7-2014;Null;419,29;419,94;418,7;418,7
3-7-2014;Null;416,73;419,85;415,95;419,53
2-7-2014;Null;415,58;417,2;415,25;415,85
1-7-2014;Null;413,8;415,69;413,44;415,48
30-6-2014;Null;411,35;413,94;411,15;413,15
27-6-2014;Null;411,33;411,83;410,03;410,86
26-6-2014;Null;412,7;412,74;408,6;410,81
25-6-2014;Null;413,97;413,97;410,54;411,93
24-6-2014;Null;416,83;416,97;414,74;415,78
23-6-2014;Null;418,3;418,3;414,87;415,59
20-6-2014;Null;417,65;419,57;417,14;417,9
19-6-2014;Null;418,55;419,04;417,45;417,98
18-6-2014;Null;415,22;416,77;414,93;415,48
17-6-2014;Null;414,35;414,83;412,88;414,58
16-6-2014;Null;413,18;414,11;412,24;412,54
13-6-2014;Null;414,77;414,96;412,25;414,05
12-6-2014;Null;414,9;415,91;414,04;414,74
11-6-2014;Null;415,13;415,52;412,69;414,45
10-6-2014;Null;414,94;415,86;414,59;415,86
9-6-2014;Null;413,81;415,46;413,77;415,46
6-6-2014;Null;411,46;413,49;411,04;413,26
5-6-2014;Null;408,06;413,29;406,59;410,97
4-6-2014;Null;407,75;408,85;406,5;408,07
3-6-2014;Null;408,88;408,95;407,36;408,61
2-6-2014;Null;408,6;409,29;407,8;408,77
30-5-2014;Null;407,51;408,34;406,59;407,21
29-5-2014;Null;405,39;407,74;405,39;407,44
28-5-2014;Null;405,95;406,15;404,61;405,94
27-5-2014;Null;406,7;407,76;406,43;406,81
26-5-2014;Null;406,1;407,1;405,82;406,88
23-5-2014;Null;404,22;405,59;403,54;405,14
22-5-2014;Null;405,21;405,21;403,03;404,14
21-5-2014;Null;400,04;403,27;398,9;402,9
20-5-2014;Null;401,11;402,05;399,57;400,8
19-5-2014;Null;399,37;401,28;397,94;401,04
16-5-2014;Null;400,26;400,93;397,71;399,56
15-5-2014;Null;403,03;404,89;399,07;400,25
14-5-2014;Null;404,46;404,46;402,75;403,33
13-5-2014;Null;405,28;405,4;404,06;404,65
12-5-2014;Null;402,4;404,34;401,51;403,78
9-5-2014;Null;401,92;402,38;400,88;401,93
8-5-2014;Null;399,28;403,17;398,36;402,98
7-5-2014;Null;394,72;399,37;394,72;398,59
6-5-2014;Null;398,26;398,72;395,22;396,54
5-5-2014;Null;396,87;397,65;392,72;397,44
2-5-2014;Null;400,05;400,84;398,45;399,23
30-4-2014;Null;399,65;401,35;399,29;400,55
29-4-2014;Null;394,92;398,51;394,29;398,47
28-4-2014;Null;393,49;395,23;392,19;393,73
25-4-2014;Null;394,86;395,51;391,83;392,85
24-4-2014;Null;399,07;399,41;393,32;397,1
23-4-2014;Null;398,04;398,16;396,89;397,34
22-4-2014;Null;396,13;399,29;395,27;398,3
17-4-2014;Null;396,22;396,91;393,81;396,76
16-4-2014;Null;394,78;395,99;393,11;395,99
15-4-2014;Null;395,64;396,33;392,61;392,66
14-4-2014;Null;393,93;395,69;391,29;395,54
11-4-2014;Null;398,59;399,04;394,16;395,64
10-4-2014;Null;404,86;405,28;401,15;401,9
9-4-2014;Null;403,13;404,17;402,52;403,39
8-4-2014;Null;404,19;404,61;399,54;402,54
7-4-2014;Null;404,2;406,22;403,23;404,04
4-4-2014;Null;406,24;408,42;405,64;407,46
3-4-2014;Null;406,79;406,95;404,73;405,69
2-4-2014;Null;406,22;406,97;405,66;406,14
1-4-2014;Null;404,83;406,42;403,42;405,62
31-3-2014;Null;403,79;405,09;402,78;403,21
28-3-2014;Null;399,86;401,95;399,56;401,79
27-3-2014;Null;396,07;398,59;395,58;398,59
26-3-2014;Null;394,67;398,09;394,08;396,89
25-3-2014;Null;389,11;393,48;389,11;393,13
24-3-2014;Null;391,82;392,4;387,24;388,23
21-3-2014;Null;391,72;393,55;390,02;391,36
20-3-2014;Null;386,98;390,82;385,67;390,82
19-3-2014;Null;389,67;390,5;388,01;388,88
